UserID,TARGET,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61
216439,1,0.04622,-15573,-3326,,1,1,0,1,0,3,1,8,0,1,1,0.378102217,0.191821602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-221,0,1,0,0,0,0,0,0,2
245489,0,0.01885,-13744,-5133,1,1,1,0,1,0,2,2,12,0,0,0,0.592337524,0.598926218,0.2598,0.1449,0.3333,0.375,0.1636,0.2118,0.2792,0,0,0.2647,0.1504,0.9821,0.0611,0.282,0.2414,0.375,0.1674,0.2314,0.2909,0,0,0.2623,0.1449,0.7585,0.061,0.28,0.2414,0.3333,0.1665,0.2155,0.2842,0,0,0,-511,0,1,0,0,0,0,0,0,0
165855,0,0.019101,-13428,-5954,,1,1,0,1,0,1,2,16,0,1,1,0.731189916,0.616121691,0.0639,0.0528,0.625,0.1667,0.0506,0.0504,0.0425,0.0077,0.011,0.0651,0.0547,0.9767,0.0238,0,0.1379,0.1667,0.0518,0.0551,0.0442,0.0078,0.0116,0.0645,0.0528,0.6847,0.0238,0,0.1379,0.625,0.0515,0.0513,0.0432,0.0112,0,0,-1135,0,1,0,0,0,0,0,0,3
191242,0,0.026392,-20325,-3533,,1,0,0,1,0,2,2,13,0,0,0,0.668253172,0.758393062,0.066,0.0356,0.1667,,0.0443,,0.0585,,0.022,0.0672,0.0369,0.9777,,0,0.1379,,0.0453,,0.0609,,0.0233,0.0666,0.0356,,,0,0.1379,0.1667,0.0451,,0.0595,0.0224,3,0,0,0,0,0,1,0,0,0,0,0
381383,0,0.035792,-14343,-4104,,1,1,0,1,0,3,2,16,0,0,0,0.59558619,0.53527625,0.1113,0.0666,0.3333,0.375,0.0588,0.0908,0.072,0,0,0.1134,0.0623,0.9861,0.0266,0.1208,0.1034,0.375,0.0559,0.0992,0.0105,0,0,0.1124,0.0666,0.7719,0.0379,0.12,0.1034,0.3333,0.0598,0.0923,0.1047,0,0,0,-480,0,0,0,0,0,0,0,0,2
161489,0,0.020246,-11772,-3435,17,1,1,0,1,0,2,3,7,0,0,0,0.210704333,0.694092643,0.0732,0.0646,0.1667,0.2083,0.0322,0.0597,0.0683,0,,0.0746,0.0671,0.9796,0.0087,0,0.1379,0.2083,0.0329,0.0652,0.0711,0,,0.0739,0.0646,0.7249,0.0087,0,0.1379,0.1667,0.0328,0.0607,0.0695,,0,0,-2,0,1,0,0,0,0,1,0,1
322319,0,0.072508,-23269,-4531,31,1,0,0,1,0,3,1,16,0,0,0,0.765820295,0.586740009,0.29,0.178,0.4721,0.5138,0,0.2365,0.1798,0,0,0.1029,0.0433,0.9786,0.0184,0.0806,0.0345,0.5833,0,0.09,0.055,0,0,0.102,0.0462,0.7115,0.0355,0.08,0.0345,0.5417,0,0.0838,0.0538,0,0,0,-3789,0,0,0,0,0,0,0,2,1
378214,0,0.018634,-19827,-2794,,1,1,1,1,0,2,2,9,0,0,0,0.430334154,0.132597495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-236,0,1,0,0,0,0,0,0,2
349157,0,0.025164,-12450,-4837,9,1,1,0,1,0,4,2,13,0,0,0,0.675867742,0.447178578,0.0278,,0.0833,,,,0.0287,,,0.0284,,0.9861,,,0.1034,,,,0.0299,,,0.0281,,,,,0.1034,0.0833,,,0.0292,,3,0,-2469,0,1,0,0,0,0,0,0,0
107704,1,0.006671,-23125,-4882,,1,0,0,1,0,1,2,11,0,0,0,0.501559944,0.787476198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-616,0,1,0,0,0,0,0,1,1
298120,0,0.008625,-13827,-2291,17,1,1,1,1,0,4,2,11,0,1,1,0.049742953,0.415347145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-638,0,1,0,0,0,0,0,0,0
229421,0,0.010643,-8903,-1589,7,1,1,0,1,0,2,2,10,1,1,0,0.362662612,0.240541417,0.0862,0.0999,0.1667,0.2083,0.1073,0.0703,0.0775,0.0013,0.0089,0.0735,0.0856,0.9786,0.0078,0,0.1379,0.2083,0.0882,0.0643,0.0694,0,0,0.0864,0.1011,0.7048,0.0095,0,0.1724,0.1667,0.1078,0.071,0.0778,0,0,0,-3,0,0,0,0,0,0,0,0,0
354933,0,0.019689,-16490,-28,5,1,1,0,1,1,3,2,13,0,0,0,0.168845293,0.417099668,0.0392,0.0319,0.1667,0.2083,0.0583,0.0303,0.0199,0.0077,0.0047,0.0399,0.0331,0.9737,0.0029,0,0.069,0.2083,0.0596,0.0331,0.0207,0.0078,0.0049,0.0396,0.0319,0.6444,0.0029,0,0.069,0.1667,0.0593,0.0308,0.0202,0.0048,0,0,-1,0,1,0,0,0,0,1,0,2
123847,0,0.011657,-17817,-1357,,1,1,0,1,0,1,1,14,1,0,0,0.78404321,0.349055251,0.0928,0.1295,0.1667,0.2083,0.0905,0.0756,0.1054,0,0.0341,0.0945,0.1344,0.9891,0.0137,0,0.1724,0.2083,0.0926,0.0826,0.1098,0,0.036,0.0937,0.1295,0.8524,0.0136,0,0.1724,0.1667,0.0921,0.077,0.1073,0.0348,1,0,-1678,0,0,0,0,0,0,0,1,3
400845,0,0.028663,-12747,-4661,10,1,1,1,1,0,3,2,7,0,0,0,0.516473143,0.556727426,0.0928,,0.3333,,,,0.0909,,0.0614,0.0378,,0.9821,,0.0403,0.0345,,,,0.0348,,0.0287,0.0937,,,,0.1,0.0862,0.3333,,,0.0925,0.0627,0,0,-1100,0,1,0,0,0,0,0,0,1
347557,0,0.010006,-11058,-1514,4,1,1,0,1,1,2,2,9,0,0,0,0.689405905,0.52629494,0.2186,0.1333,0.3333,0.375,0.1883,0.1782,0.2047,0,0,0.2227,0.1383,0.998,0.1233,0.1611,0.1379,0.375,0.1926,0.1947,0.2133,0,0,0.2207,0.1333,0.9732,0.1229,0.16,0.1379,0.3333,0.1916,0.1813,0.2084,0,3,0,-80,0,1,0,0,0,0,0,0,1
137064,0,0.019689,-10377,-501,,1,1,0,1,0,1,2,17,0,1,1,0.489425018,0.502878277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1565,0,1,0,0,0,0,0,0,2
389980,0,0.007305,-12368,-4682,,1,1,0,1,0,2,3,7,0,1,1,0.677427497,0.365616507,0.0433,0,0.0833,0.0417,0.03,0.0353,0.0215,0,0,0.0441,0,0.9861,0.0014,0,0.0345,0.0417,0.0307,0.0386,0.0224,0,0,0.0437,0,0.8121,0.0014,0,0.0345,0.0833,0.0306,0.0359,0.0219,0,16,0,-1483,0,1,0,0,0,0,1,0,1
411810,1,0.020713,-9425,-2100,,1,1,0,1,0,1,3,13,0,1,0,0.244007821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,1,0,0,0,,,,
234398,0,0.031329,-20440,-3976,,1,1,0,1,0,2,2,9,0,0,0,0.26525634,0.631354537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-513,0,0,0,1,0,0,0,0,4
409619,0,0.028663,-16312,-4492,,1,1,0,1,0,2,2,10,0,0,0,0.630026405,0.652896552,0.066,0.001,0.125,,0.0139,,0.0511,,0,0.0672,0.001,0.9737,,0,0.1379,,0.0142,,0.0532,,0,0.0666,0.001,,,0,0.1379,0.125,0.0142,,0.052,0,0,0,0,0,1,0,0,0,0,0,0,1
450285,0,0.01885,-17401,-937,,1,1,1,1,0,2,2,10,0,0,0,0.70830692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,,,,
129615,0,0.025164,-14739,-4668,13,1,1,0,1,0,2,2,11,0,0,0,0.399885488,,0.0024,0.0151,0.0417,,0.0365,,0.0153,,0.007,0.0021,0.0121,0.9682,,0,0.0345,,0.0282,,0.0155,,0.0021,0.0021,0.015,,,0,0.0345,0.0417,0.037,,0.0156,0.0021,3,0,-660,0,1,0,0,0,0,0,0,2
263975,0,0.020246,-15892,-4217,,1,1,0,1,0,2,3,14,0,0,0,0.308858146,0.553164699,0.0619,0.063,0.1667,0.2083,0.2026,0.0488,0.0516,0.0039,0.0269,0.063,0.0654,0.9762,,0,0.1034,0.2083,0.2073,0.0533,0.0537,0.0039,0.0285,0.0625,0.063,0.678,,0,0.1034,0.1667,0.2062,0.0496,0.0525,0.0275,1,0,-943,0,1,0,0,0,0,1,1,5
185985,0,0.031329,-12146,-2107,11,1,1,0,1,0,3,2,10,0,1,1,0.482220105,0.448962273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1429,0,1,0,0,0,0,0,0,0
167013,0,0.018029,-15356,-4889,,1,1,0,1,0,4,3,6,0,1,1,0.035281752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,
160222,0,0.030755,-9511,-2074,,1,1,0,0,0,1,2,11,0,0,0,0.238202319,0.45432106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-534,0,1,0,0,0,0,1,0,0
223852,0,0.030755,-18307,-1602,22,1,1,1,1,0,1,2,11,0,0,0,0.537929268,0.499272015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,-2394,0,0,0,0,0,0,0,0,2
201394,0,0.031329,-21401,-3803,,1,0,0,1,0,1,2,14,0,0,0,0.743474417,0.579727423,0.2155,0.1313,0.3333,0.375,0.2058,0.174,0.2295,0.0077,0.1033,0.2195,0.1362,0.9871,0.0978,0.2417,0.2069,0.375,0.2105,0.1901,0.2391,0.0078,0.1094,0.2176,0.1313,0.8256,0.0975,0.24,0.2069,0.3333,0.2094,0.177,0.2336,0.1055,1,0,-338,0,0,0,1,0,0,0,0,3
346948,0,0.009175,-20493,-4051,,1,0,0,1,0,2,2,13,0,0,0,0.564704014,0.276440695,,,0.3333,,0.2143,,0.2647,,,,,0.9816,,0.282,0.2414,,0.2192,,0.2758,,,,,,,0.28,0.2414,0.3333,0.2181,,0.2695,,0,0,-1068,0,0,0,1,0,0,0,0,3
358644,0,0.00733,-23124,-4340,,1,0,0,1,0,1,2,16,0,0,0,0.177478918,0.692559067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,-1118,0,0,0,1,0,0,1,0,0
347312,0,0.028663,-22854,-4271,10,1,0,0,1,0,2,2,16,0,0,0,0.705575089,,0.2103,0.1727,0.3333,0.375,0.1053,0.1656,0.2207,0.027,0.1431,0.2143,0.1792,0.9881,0.0584,0.2417,0.2069,0.375,0.1077,0.1809,0.2299,0.0272,0.1515,0.2123,0.1727,0.839,0.0583,0.24,0.2069,0.3333,0.1071,0.1685,0.2247,0.1461,0,0,0,0,0,0,1,0,,,,
440725,0,0.0228,-14279,-5056,,1,1,0,1,0,2,2,9,0,1,0,0.64858986,0.379100485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1133,0,0,0,0,0,0,0,0,3
258092,1,0.018801,-16203,-4466,,1,1,1,1,0,2,2,17,1,1,1,0.39495771,0.53348163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-902,0,1,0,0,0,0,0,0,0
334859,0,0.026392,-15689,-4532,,1,1,0,1,0,3,2,9,0,0,0,0.494546138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-413,0,1,0,0,0,0,0,1,7
152248,0,0.026392,-18256,-1734,,1,1,0,1,0,1,2,14,0,0,0,0.706410262,0.508286991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2118,0,1,0,0,0,0,0,0,2
349623,0,0.035792,-15047,-4932,15,1,1,1,1,0,2,2,16,0,0,0,0.75420354,0.410102573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-840,0,1,0,0,0,0,0,0,4
276305,0,0.028663,-14463,-4478,9,1,1,0,1,0,2,2,13,0,0,0,0.65139074,0.74766339,0.0742,0.0559,0.3333,0.375,0.0355,0.0605,0.076,0,0,0.0756,0.058,0.9791,0,0.0806,0.069,0.375,0.0364,0.0661,0.0792,0,0,0.0749,0.0559,0.7182,0,0.08,0.069,0.3333,0.0362,0.0616,0.0774,0,1,0,-648,0,0,0,0,0,0,0,0,1
332004,0,0.016612,-12558,-4183,,1,1,0,1,0,2,2,11,0,0,0,0.554977941,0.445396242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1
217753,0,0.04622,-13976,-5027,,1,1,0,1,0,2,1,17,0,0,0,0.75450745,0.304672184,0.0825,0.069,0.1667,0.2083,0,0.0672,0.07,0,0,0.084,0.0716,0.9742,0.0085,0,0.1379,0.2083,0,0.0735,0.0729,0,0,0.0833,0.069,0.6511,0.0085,0,0.1379,0.1667,0,0.0684,0.0712,0,1,0,-2687,0,1,0,0,0,0,1,0,1
237446,0,0.01452,-20791,-4303,19,1,0,0,1,0,2,2,9,0,0,0,0.663167845,0.667457742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,-2213,0,1,0,0,0,0,0,1,1
130868,0,0.035792,-23111,-4691,,1,0,0,1,0,2,2,9,0,0,0,0.471190488,0.572682505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1313,0,1,0,0,0,0,0,0,0
187052,0,0.018209,-13159,-3892,,1,1,0,1,0,4,3,12,0,1,0,0.620681918,0.283711883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,3
297422,0,0.031329,-10291,-2129,2,1,1,0,1,1,3,2,11,0,0,0,0.62565782,0.598926218,0.0701,0.0797,0.1667,0.2083,0.0394,0.0538,0.0509,0.0154,0.0988,0.0714,0.0827,0.9772,0.0061,0,0.1379,0.2083,0.0403,0.0588,0.053,0.0156,0.1046,0.0708,0.0797,0.6914,0.0061,0,0.1379,0.1667,0.0401,0.0547,0.0518,0.1008,2,0,-262,0,0,0,0,0,0,0,0,1
188968,0,0.022625,-14552,-3424,,1,1,0,1,0,3,2,11,0,0,0,0.478126404,0.474051289,0.1031,,0.375,,,,0.1362,,0.154,0.105,,0.9906,,0.0806,0.069,,,,0.1419,,0.163,0.1041,,,,0.08,0.069,0.375,,,0.1386,0.1572,0,0,-172,0,1,0,0,0,0,0,0,1
169276,0,0.009334,-18438,-1984,,1,0,0,1,0,1,2,14,0,0,0,0.761506651,0.337672722,,,0.0417,,,,0.0126,,,,,0.9712,,,0.069,,,,0.0093,,,,,,,,0.0862,0.0417,,,0.0129,,0,0,-1514,0,0,0,1,0,0,0,1,1
292914,0,0.031329,-20174,-3651,,1,0,0,1,0,2,2,10,0,0,0,0.604857754,0.743559314,0.1258,0.1149,0.1667,0.2083,0.0112,0.0967,0.0947,0.027,0.0358,0.1282,0.1192,0.9826,0.0152,0,0.2759,0.2083,0.0114,0.1056,0.0986,0.0272,0.0379,0.127,0.1149,0.7652,0.0152,0,0.2759,0.1667,0.0114,0.0983,0.0964,0.0365,2,0,-2626,0,0,1,0,0,0,0,0,1
442000,0,0.018029,-11979,-4343,,1,1,0,1,0,2,3,8,0,0,0,0.636693657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-350,0,1,0,0,0,,,,
334152,0,0.04622,-10761,-3417,,1,1,0,1,0,2,1,12,0,0,0,0.466866456,,0.0629,0,0.1667,0.2083,0,0.0504,0.055,0.0039,0.0076,0.0641,0,0.9871,0,0,0.1379,0.2083,0,0.0551,0.0573,0.0039,0.0081,0.0635,0,0.8256,0,0,0.1379,0.1667,0,0.0513,0.056,0.0078,0,0,-402,0,1,0,0,0,0,1,0,7
395336,0,0.072508,-19286,-1650,,1,1,0,1,0,1,1,18,0,1,1,0.532952232,0.481249341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-1391,0,1,0,0,0,0,0,0,3
303845,0,0.014464,-23502,-4189,,1,0,0,1,0,1,2,10,0,0,0,0.027189039,0.520897599,0.0598,0.0699,0.1667,0.2083,0.0434,0.0488,0.0551,0,0,0.0609,0.0725,0.9816,0.0083,0,0.1034,0.2083,0.0444,0.0533,0.0574,0,0,0.0604,0.0699,0.7518,0.0083,0,0.1034,0.1667,0.0441,0.0496,0.0561,0,1,1,-2317,0,0,0,1,0,0,1,0,7
413022,0,0.005084,-22447,-4105,,1,0,0,1,0,2,2,10,0,0,0,0.540645832,0.000527265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-929,0,1,0,0,0,0,0,0,3
435331,0,0.014464,-16643,-180,17,1,1,0,1,0,1,2,6,0,0,0,0.601722844,0.553164699,0.0647,0.0645,0.1354,0.2083,0.0526,0.067,0.0588,0,0,0.063,0.0509,0.9782,0.2178,0,0.1034,0.2083,0.0322,0.0551,0.0167,0,0,0.0625,0.0491,0.7048,0.2172,0,0.1034,0.1667,0.0471,0.0513,0.0536,0,0,0,-2042,0,0,0,0,0,0,0,0,1
296434,1,0.031329,-13077,-3934,,1,1,0,1,0,2,2,11,0,0,0,0.528115772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-288,0,1,0,0,0,0,0,0,0
412233,1,0.028663,-23672,-4520,,1,0,0,1,0,2,2,15,0,0,0,0.685095915,0.673830078,0.0825,0.0793,0.1667,,,,,,0,0.084,0.0823,0.9767,,0,0.1379,,,,,,0,0.0833,0.0793,,,0,0.1379,0.1667,,,,0,6,0,-1720,0,0,0,1,0,0,1,0,1
131105,0,0.030755,-18497,-2048,,1,1,0,1,0,2,2,10,0,0,0,0.748109317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,-302,0,1,0,0,0,,,,
112008,0,0.006296,-10083,-2036,,1,1,1,1,0,1,3,12,0,0,0,0.120803059,,0.0619,0.0667,0.1667,,,,0.0345,,0.0612,0.063,0.0692,0.9772,,0,0.1379,,,,0.036,,0.0648,0.0625,0.0667,,,0,0.1379,0.1667,,,0.0352,0.0625,1,1,-743,0,1,0,0,0,0,0,1,1
181626,0,0.04622,-9210,-1895,65,1,1,1,1,0,1,1,10,1,1,1,0.283790852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-589,0,0,0,0,0,,,,
331642,0,0.009657,-14483,-4096,,1,1,0,1,0,2,2,9,0,0,0,0.274415428,0.866731234,0.0649,0.0591,0.0833,0.125,0.0619,0.053,0.0475,0,0.0004,0.0053,0,0.9623,0,0,0.0345,0.0417,0,0.0046,0.0022,0,0,0.0656,0.0591,0.6109,0.0083,0,0.1552,0.0833,0.063,0.0539,0.0483,0.0004,0,0,0,0,1,0,0,0,0,0,0,1
186904,0,0.026392,-17506,-1031,,1,1,0,1,0,2,2,11,0,0,0,0.698986857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-326,0,1,0,0,0,,,,
383316,0,0.01452,-22547,-4324,,1,0,0,1,0,1,2,14,0,0,0,0.231942731,0.389338792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-528,0,1,0,0,0,0,1,0,1
401633,0,0.007114,-19778,-3295,,1,1,0,1,0,2,2,17,0,1,1,0.640136333,0.457899551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1260,0,1,0,0,0,0,0,4,5
155395,1,0.035792,-18942,-2465,,1,1,0,1,0,2,2,16,0,0,0,0.42413231,0.128504377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-276,0,1,0,0,0,0,0,1,7
102625,0,0.01885,-22472,-4315,7,1,1,0,1,0,2,2,13,0,0,0,0.622399966,0.661023539,0.1237,0.1264,0.1667,0.2083,0.0121,0.1009,0.1079,0,0,0.1261,0.1311,0.9772,0.0159,0,0.2759,0.2083,0.0124,0.1102,0.1124,0,0,0.1249,0.1264,0.6914,0.0159,0,0.2759,0.1667,0.0123,0.1026,0.1098,0,4,0,0,0,1,0,0,0,0,0,0,2
451068,0,0.007114,-14891,-4639,,1,1,1,1,0,2,2,12,0,1,1,0.262055336,0.644679455,0.0711,,0.1667,,0.1419,,,,,0.0725,,0.9772,,0,0.1379,,0.1452,,,,,0.0718,,,,0,0.1379,0.1667,0.1444,,,,0,0,-1433,0,1,0,0,0,0,0,0,0
125625,0,0.04622,-13749,-4788,,1,1,1,1,0,3,1,7,0,0,0,0.671941637,0.659405532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1450,0,1,0,0,0,0,0,0,1
454280,0,0.010032,-13004,-3505,26,1,1,0,1,0,2,2,6,0,0,0,0.416369852,,0.0711,0.0799,0.1667,0.2083,0.1048,0.058,0.0609,0.0097,0.0088,0.0725,0.0768,0.9772,0.0245,0,0.1379,0.2083,0.0777,0.0634,0.0592,0,0,0.0718,0.0799,0.6914,0.0272,0,0.1379,0.1667,0.1066,0.059,0.062,0.0089,0,0,-2496,0,1,0,0,0,,,,
229519,0,0.025164,-14821,-4184,,1,1,0,1,0,1,2,14,0,0,0,0.255616156,0.360612566,0.0722,0.0493,0.1667,0.2083,0.0222,0.0572,0.066,0.0077,0.0376,0.0735,0.0511,0.9791,0.0266,0,0.1379,0.2083,0.0227,0.0624,0.0687,0.0078,0.0398,0.0729,0.0493,0.7182,0.0265,0,0.1379,0.1667,0.0226,0.0581,0.0672,0.0383,0,0,-1893,0,1,0,0,0,0,0,2,3
381556,0,0.020246,-14101,-331,,1,1,1,1,0,2,3,6,0,0,0,0.475153458,,0.2918,0.2482,0.375,0.4167,0.2333,0.2345,0.3059,0.0154,0.0094,0.2973,0.2575,0.9881,0.0421,0.282,0.2414,0.4167,0.2386,0.2562,0.3188,0.0156,0.01,0.2946,0.2482,0.839,0.042,0.28,0.2414,0.375,0.2374,0.2386,0.3114,0.0096,1,0,-833,0,1,0,0,0,,,,
227043,0,0.011657,-15425,-4730,,1,1,0,1,0,2,1,11,0,0,0,0.808581416,0.515495375,0.1845,0.1384,0.3333,0.375,0.0603,0.1505,0.1942,0,0,0.188,0.1436,0.9821,0.1226,0.2014,0.1724,0.375,0.0617,0.1644,0.2023,0,0,0.1863,0.1384,0.7585,0.1223,0.2,0.1724,0.3333,0.0614,0.1531,0.1977,0,0,0,-818,0,0,0,0,0,0,0,0,2
193134,0,0.028663,-20500,-1379,,1,0,0,1,0,2,2,8,0,0,0,0.414898637,0.301624892,0.0175,0,0.0417,0.0833,0.0235,0.0185,0.0143,0,0,0.0126,0,0.9772,0.0014,0,0.069,0.0833,0.0174,0.0202,0.0107,0,0,0.0177,0,0.7249,0.0017,0,0.069,0.0417,0.024,0.0188,0.0145,0,0,0,-176,0,0,0,1,0,0,0,0,0
314263,0,0.026392,-14037,-1454,10,1,1,1,1,1,2,2,16,0,0,0,0.747366855,0.524496446,0.4052,0.1967,0.3333,0.375,0.2262,0.3286,0.3728,0.0077,0.0086,0.4128,0.2041,0.9811,0.1403,0.4431,0.3793,0.375,0.2314,0.359,0.3884,0.0078,0.0092,0.4091,0.1967,0.7451,0.1399,0.44,0.3793,0.3333,0.2302,0.3343,0.3795,0.0088,4,1,-1554,0,0,0,0,0,0,1,0,1
151751,0,0.028663,-10738,-2984,,1,1,0,1,1,4,2,9,0,0,0,0.547778465,0.379100485,0.0825,0.1205,0.1667,0.2083,0.0951,0.0672,0.0863,0,0,0.084,0.1251,0.9836,0.0142,0,0.2069,0.2083,0.0973,0.0735,0.0899,0,0,0.0833,0.1205,0.7786,0.0141,0,0.2069,0.1667,0.0968,0.0684,0.0878,0,2,1,-301,0,1,0,0,0,0,1,2,2
293753,1,0.008575,-8246,-914,,1,1,0,1,0,1,2,11,0,1,1,0.25090171,0.183035167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,-334,0,0,0,0,0,0,0,1,0
202049,0,0.022625,-18187,-1722,,1,1,0,1,0,2,2,13,0,0,0,0.70795439,0.465069215,0.0933,0.0643,0.3958,0.2083,0.0647,0.0538,0.0792,0.0232,0.0539,0.0735,0.0516,0.9767,0.0071,0,0.0345,0.2083,0.0543,0.0588,0.0558,0.0233,0.0536,0.0942,0.0643,0.6847,0.0071,0.04,0.0862,0.3958,0.0658,0.0547,0.0806,0.055,3,0,-2357,0,1,0,0,0,0,0,0,3
262533,0,0.019101,-16397,-4394,,1,1,0,1,0,3,2,12,0,0,0,0.645258316,0.531686143,0.1639,0.1392,0.2708,0.2083,0.0839,0.1084,0.1717,0,0.0885,0.1355,0.1346,0.9811,0.0152,0,0.1724,0.2083,0.0858,0.1185,0.1112,0,0.04,0.1655,0.1392,0.7451,0.0151,0.1,0.2241,0.2708,0.0854,0.1103,0.1748,0.0903,0,0,-1408,0,0,0,0,0,0,0,0,2
312079,0,0.035792,-8958,-1550,,1,1,0,1,0,4,2,14,0,0,0,0.647497571,0.667457742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1
299528,0,0.010643,-12041,-4619,7,1,1,0,1,0,4,2,13,0,1,1,0.505402966,0.203252114,0.0928,0.0593,0.2708,0.375,0.0567,0.0756,0.075,0,0,0.0945,0.0616,0.9886,0.0151,0.0806,0.0345,0.375,0.058,0.0826,0.0781,0,0,0.0937,0.0593,0.8457,0.0151,0.08,0.0345,0.2708,0.0577,0.077,0.0763,0,0,0,-1231,0,1,0,0,0,0,0,0,2
186563,0,0.072508,-16534,-54,,1,1,0,1,0,1,1,11,0,0,0,0.699653586,0.52629494,0.2593,0.1584,0.3333,0.2083,0,0.211,0.2209,0.0019,0.0053,0.1513,0.0838,0.9782,0.0627,0.1611,0.1379,0.0417,0,0.1322,0.101,0,0,0.2618,0.1584,0.7048,0.0859,0.28,0.2414,0.3333,0,0.2146,0.2249,0.0054,0,0,-2649,0,0,0,0,0,0,3,0,3
193818,0,0.030755,-16229,-4631,,1,1,0,1,0,3,2,14,0,0,0,0.530529273,0.697146908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1,0,0,0,0,0,1,1
168934,0,0.04622,-8944,-1601,,1,1,0,1,0,2,1,11,0,0,0,0.653914008,0.377404249,0.0907,0.0799,0.1667,0.2083,0,0.074,0.0734,0,0,0.0924,0.0829,0.9747,0.0549,0,0.1379,0.2083,0,0.0808,0.0765,0,0,0.0916,0.0799,0.6578,0.0547,0,0.1379,0.1667,0,0.0752,0.0747,0,1,1,-1690,0,1,0,0,0,0,0,0,1
265847,0,0.025164,-23620,-4322,26,1,1,0,1,0,2,2,11,0,0,0,0.157673708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-1096,0,0,0,0,0,0,0,1,0
372881,0,0.025164,-18553,-2102,13,1,1,1,1,0,3,2,12,0,0,0,0.756265124,0.456109739,0,,,,,,0.3777,,,0,,0.9826,,0,,,,,0.3935,,,0,,,,0,,,,,0.3845,,1,0,-834,0,0,0,0,0,0,0,0,6
339465,0,0.035792,-12886,-4916,,1,1,1,1,1,2,2,16,0,1,1,0.680715791,0.212756305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-2416,0,1,0,0,0,0,1,0,0
256361,0,0.006671,-15053,-4681,30,1,1,0,1,0,3,2,12,0,0,0,0.583702889,0.794628583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2812,0,1,0,0,0,0,0,1,0
